transaction_id,timestamp,amount,transaction_type,sender_account_age_days,receiver_account_age_days,sender_tx_count_24h,receiver_unique_senders_24h,device_changed,location_changed,failed_login_attempts,is_fraud
TXN_201895,2024-05-08T13:09:00Z,5105.82,IMPS,3086,632,1,6,False,False,0,0
TXN_200553,2024-05-16T20:55:00Z,404.99,UPI,735,3622,7,1,False,False,0,0
TXN_201000,2024-08-17T10:59:00Z,13686.09,UPI,1339,2984,3,9,False,False,1,0
TXN_200288,2024-03-15T14:29:00Z,2529.39,IMPS,613,3197,6,4,False,False,1,0
TXN_201761,2024-11-28T14:31:00Z,15658.0,UPI,839,743,0,7,False,False,1,0
TXN_201751,2024-02-27T07:41:00Z,2207.15,UPI,1806,1244,2,5,False,False,1,0
TXN_201868,2024-12-05T12:49:00Z,4173.02,NEFT,1295,1066,1,6,False,False,0,0
TXN_200404,2024-07-31T20:48:00Z,9423.3,IMPS,312,1701,5,4,False,False,1,0
TXN_201151,2024-08-27T13:46:00Z,250.8,IMPS,1189,2541,6,5,False,False,1,0
TXN_201574,2024-10-28T10:00:00Z,1782.53,IMPS,2739,3408,1,9,False,True,1,0
TXN_201866,2024-10-01T14:43:00Z,1072.06,RTGS,434,378,4,2,False,False,0,0
TXN_200032,2024-11-15T20:20:00Z,4220.48,IMPS,2518,3387,4,9,False,False,1,0
TXN_201535,2024-10-28T06:27:00Z,813.49,IMPS,2709,2798,2,3,False,False,1,0
TXN_201103,2024-09-21T20:45:00Z,529.02,RTGS,460,2299,1,2,False,False,0,0
TXN_200463,2024-09-16T15:26:00Z,759.81,IMPS,781,120,7,2,False,False,0,0
TXN_200124,2024-02-28T10:45:00Z,5879.08,RTGS,3572,557,6,6,False,False,1,0
TXN_202130,2024-10-17T13:16:00Z,8872.35,RTGS,1758,2685,0,7,False,False,1,0
TXN_200532,2024-05-24T17:16:00Z,93745.88,NEFT,3198,1857,5,9,False,False,1,0
TXN_201294,2024-08-04T13:15:00Z,6888.03,IMPS,2622,1673,4,6,False,False,0,0
TXN_200660,2024-06-01T17:58:00Z,727.87,UPI,1957,927,5,5,False,False,0,0
TXN_201397,2024-06-09T21:02:00Z,2312.65,IMPS,1317,1360,4,6,False,False,0,0
TXN_201457,2024-09-12T11:25:00Z,13161.3,IMPS,2960,1480,4,2,False,False,1,0
TXN_201118,2024-12-03T09:20:00Z,1163.48,NEFT,1637,1803,2,1,False,False,1,0
TXN_201720,2024-10-28T16:07:00Z,4428.92,IMPS,724,1185,1,4,False,False,1,0
TXN_201558,2024-11-25T17:05:00Z,2810.77,IMPS,2289,2349,3,1,False,False,1,0
TXN_200836,2024-02-12T22:28:00Z,2769.07,RTGS,1476,1968,1,4,False,False,1,0
TXN_200050,2024-08-12T16:31:00Z,336.48,RTGS,908,427,4,2,False,False,0,0
TXN_201537,2024-04-27T20:45:00Z,2519.1,NEFT,3601,2692,2,6,False,False,0,0
TXN_201490,2024-08-25T21:30:00Z,5073.66,NEFT,1462,1935,6,6,True,True,1,0
TXN_201492,2024-05-25T08:14:00Z,3127.93,NEFT,282,2502,7,1,False,False,1,0
TXN_202158,2024-07-06T11:21:00Z,17451.67,UPI,3,1047,2,2,True,False,0,1
TXN_200684,2024-01-31T15:50:00Z,4317.65,NEFT,1146,179,6,6,False,False,1,0
TXN_200535,2024-07-19T21:45:00Z,9159.95,IMPS,1889,2059,1,6,False,False,1,0
TXN_201907,2024-08-05T11:43:00Z,3653.3,RTGS,1194,3080,1,2,False,True,1,0
TXN_200605,2024-11-06T14:55:00Z,7916.05,RTGS,1801,2854,3,9,False,False,1,0
TXN_200445,2024-09-07T17:04:00Z,9699.24,NEFT,2944,1512,4,1,False,False,1,0
TXN_201794,2024-07-31T18:42:00Z,2675.48,RTGS,1206,237,7,8,False,False,0,0
TXN_201155,2024-07-15T07:36:00Z,6822.15,UPI,707,1696,7,5,False,True,1,0
TXN_201082,2024-04-29T06:43:00Z,1890.44,RTGS,2130,1650,2,1,False,False,0,0
TXN_201877,2024-05-22T19:59:00Z,18438.21,RTGS,2342,1482,4,9,False,False,0,0
TXN_200912,2024-04-29T18:42:00Z,4641.14,IMPS,2664,288,6,5,False,False,1,0
TXN_200073,2024-05-13T15:50:00Z,110.24,NEFT,1199,1763,6,5,False,False,1,0
